Time Since Start (in seconds),Participant ID,Trial Number,Trial Length,Condition Number,Head Position x,Head Position y,Head Position z
10.19523,asdf,1,10,1,0,1.59,0
10.19724,asdf,1,10,1,0,1.59,0
10.19953,asdf,1,10,1,0,1.59,0
10.20169,asdf,1,10,1,0,1.59,0
10.20396,asdf,1,10,1,0,1.59,0
10.20606,asdf,1,10,1,0,1.59,0
10.20815,asdf,1,10,1,0,1.59,0
10.21022,asdf,1,10,1,0,1.59,0
10.21229,asdf,1,10,1,0,1.59,0
10.21447,asdf,1,10,1,0,1.59,0
10.21657,asdf,1,10,1,0,1.59,0
10.21861,asdf,1,10,1,0,1.59,0
10.22063,asdf,1,10,1,0,1.59,0
10.22295,asdf,1,10,1,0,1.59,0
10.22497,asdf,1,10,1,0,1.59,0
10.22703,asdf,1,10,1,0,1.59,0
10.22903,asdf,1,10,1,0,1.59,0
10.23135,asdf,1,10,1,0,1.59,0
10.23335,asdf,1,10,1,0,1.59,0
10.23542,asdf,1,10,1,0,1.59,0
10.23749,asdf,1,10,1,0,1.59,0
10.23952,asdf,1,10,1,0,1.59,0
10.24154,asdf,1,10,1,0,1.59,0
10.24396,asdf,1,10,1,0,1.59,0
10.24602,asdf,1,10,1,0,1.59,0
10.2481,asdf,1,10,1,0,1.59,0
10.2502,asdf,1,10,1,0,1.59,0
10.25223,asdf,1,10,1,0,1.59,0
10.25445,asdf,1,10,1,0,1.59,0
10.25661,asdf,1,10,1,0,1.59,0
10.25885,asdf,1,10,1,0,1.59,0
10.261,asdf,1,10,1,0,1.59,0
10.26333,asdf,1,10,1,0,1.59,0
10.26551,asdf,1,10,1,0,1.59,0
10.26764,asdf,1,10,1,0,1.59,0
10.26974,asdf,1,10,1,0,1.59,0
10.27178,asdf,1,10,1,0,1.59,0
10.27385,asdf,1,10,1,0,1.59,0
10.27587,asdf,1,10,1,0,1.59,0
10.27789,asdf,1,10,1,0,1.59,0
10.27987,asdf,1,10,1,0,1.59,0
10.28202,asdf,1,10,1,0,1.59,0
10.2844,asdf,1,10,1,0,1.59,0
10.28644,asdf,1,10,1,0,1.59,0
10.28844,asdf,1,10,1,0,1.59,0
10.29049,asdf,1,10,1,0,1.59,0
10.29251,asdf,1,10,1,0,1.59,0
10.29442,asdf,1,10,1,0,1.59,0
10.29643,asdf,1,10,1,0,1.59,0
10.29848,asdf,1,10,1,0,1.59,0
10.30054,asdf,1,10,1,0,1.59,0
10.3029,asdf,1,10,1,0,1.59,0
10.30492,asdf,1,10,1,0,1.59,0
10.30697,asdf,1,10,1,0,1.59,0
10.30904,asdf,1,10,1,0,1.59,0
10.31111,asdf,1,10,1,0,1.59,0
10.31314,asdf,1,10,1,0,1.59,0
10.31519,asdf,1,10,1,0,1.59,0
10.31728,asdf,1,10,1,0,1.59,0
10.31933,asdf,1,10,1,0,1.59,0
10.32137,asdf,1,10,1,0,1.59,0
10.32365,asdf,1,10,1,0,1.59,0
10.32565,asdf,1,10,1,0,1.59,0
10.32764,asdf,1,10,1,0,1.59,0
10.32987,asdf,1,10,1,0,1.59,0
10.33205,asdf,1,10,1,0,1.59,0
10.3341,asdf,1,10,1,0,1.59,0
10.33612,asdf,1,10,1,0,1.59,0
10.33819,asdf,1,10,1,0,1.59,0
10.34025,asdf,1,10,1,0,1.59,0
10.34257,asdf,1,10,1,0,1.59,0
10.34464,asdf,1,10,1,0,1.59,0
10.34667,asdf,1,10,1,0,1.59,0
10.34867,asdf,1,10,1,0,1.59,0
10.35067,asdf,1,10,1,0,1.59,0
10.35277,asdf,1,10,1,0,1.59,0
10.35489,asdf,1,10,1,0,1.59,0
10.35693,asdf,1,10,1,0,1.59,0
10.35893,asdf,1,10,1,0,1.59,0
10.36102,asdf,1,10,1,0,1.59,0
10.36339,asdf,1,10,1,0,1.59,0
10.3655,asdf,1,10,1,0,1.59,0
10.36746,asdf,1,10,1,0,1.59,0
10.36946,asdf,1,10,1,0,1.59,0
10.37147,asdf,1,10,1,0,1.59,0
10.37349,asdf,1,10,1,0,1.59,0
10.37548,asdf,1,10,1,0,1.59,0
10.37755,asdf,1,10,1,0,1.59,0
10.37956,asdf,1,10,1,0,1.59,0
10.38161,asdf,1,10,1,0,1.59,0
10.38399,asdf,1,10,1,0,1.59,0
10.38605,asdf,1,10,1,0,1.59,0
10.3881,asdf,1,10,1,0,1.59,0
10.3901,asdf,1,10,1,0,1.59,0
10.3921,asdf,1,10,1,0,1.59,0
10.3942,asdf,1,10,1,0,1.59,0
10.39621,asdf,1,10,1,0,1.59,0
10.39818,asdf,1,10,1,0,1.59,0
10.4002,asdf,1,10,1,0,1.59,0
10.40259,asdf,1,10,1,0,1.59,0
10.40475,asdf,1,10,1,0,1.59,0
10.40673,asdf,1,10,1,0,1.59,0
10.40904,asdf,1,10,1,0,1.59,0
10.41115,asdf,1,10,1,0,1.59,0
10.41315,asdf,1,10,1,0,1.59,0
10.41518,asdf,1,10,1,0,1.59,0
10.41732,asdf,1,10,1,0,1.59,0
10.41934,asdf,1,10,1,0,1.59,0
10.42138,asdf,1,10,1,0,1.59,0
10.42372,asdf,1,10,1,0,1.59,0
10.4258,asdf,1,10,1,0,1.59,0
10.42776,asdf,1,10,1,0,1.59,0
10.4298,asdf,1,10,1,0,1.59,0
10.43199,asdf,1,10,1,0,1.59,0
10.43406,asdf,1,10,1,0,1.59,0
10.43615,asdf,1,10,1,0,1.59,0
10.43829,asdf,1,10,1,0,1.59,0
10.44027,asdf,1,10,1,0,1.59,0
10.44256,asdf,1,10,1,0,1.59,0
10.4445,asdf,1,10,1,0,1.59,0
10.44653,asdf,1,10,1,0,1.59,0
10.44854,asdf,1,10,1,0,1.59,0
10.45054,asdf,1,10,1,0,1.59,0
10.45259,asdf,1,10,1,0,1.59,0
10.45455,asdf,1,10,1,0,1.59,0
10.45669,asdf,1,10,1,0,1.59,0
10.45897,asdf,1,10,1,0,1.59,0
10.46115,asdf,1,10,1,0,1.59,0
10.4635,asdf,1,10,1,0,1.59,0
10.46558,asdf,1,10,1,0,1.59,0
10.46771,asdf,1,10,1,0,1.59,0
10.46977,asdf,1,10,1,0,1.59,0
10.47178,asdf,1,10,1,0,1.59,0
10.47383,asdf,1,10,1,0,1.59,0
10.47584,asdf,1,10,1,0,1.59,0
10.47787,asdf,1,10,1,0,1.59,0
10.4799,asdf,1,10,1,0,1.59,0
10.48194,asdf,1,10,1,0,1.59,0
10.48427,asdf,1,10,1,0,1.59,0
10.48621,asdf,1,10,1,0,1.59,0
10.48825,asdf,1,10,1,0,1.59,0
10.49049,asdf,1,10,1,0,1.59,0
10.49257,asdf,1,10,1,0,1.59,0
10.49463,asdf,1,10,1,0,1.59,0
10.49667,asdf,1,10,1,0,1.59,0
10.49876,asdf,1,10,1,0,1.59,0
10.50086,asdf,1,10,1,0,1.59,0
10.50332,asdf,1,10,1,0,1.59,0
10.50554,asdf,1,10,1,0,1.59,0
10.50766,asdf,1,10,1,0,1.59,0
10.50971,asdf,1,10,1,0,1.59,0
10.51171,asdf,1,10,1,0,1.59,0
10.5138,asdf,1,10,1,0,1.59,0
10.51586,asdf,1,10,1,0,1.59,0
10.51789,asdf,1,10,1,0,1.59,0
10.51992,asdf,1,10,1,0,1.59,0
10.52194,asdf,1,10,1,0,1.59,0
10.5242,asdf,1,10,1,0,1.59,0
10.52621,asdf,1,10,1,0,1.59,0
10.53486,asdf,1,10,1,0,1.59,0
10.53741,asdf,1,10,1,0,1.59,0
10.53961,asdf,1,10,1,0,1.59,0
10.54174,asdf,1,10,1,0,1.59,0
10.54413,asdf,1,10,1,0,1.59,0
10.54617,asdf,1,10,1,0,1.59,0
10.54835,asdf,1,10,1,0,1.59,0
10.55049,asdf,1,10,1,0,1.59,0
10.5526,asdf,1,10,1,0,1.59,0
10.55465,asdf,1,10,1,0,1.59,0
10.55658,asdf,1,10,1,0,1.59,0
10.5586,asdf,1,10,1,0,1.59,0
10.56062,asdf,1,10,1,0,1.59,0
10.56298,asdf,1,10,1,0,1.59,0
10.56502,asdf,1,10,1,0,1.59,0
10.56705,asdf,1,10,1,0,1.59,0
10.56907,asdf,1,10,1,0,1.59,0
10.57124,asdf,1,10,1,0,1.59,0
10.57334,asdf,1,10,1,0,1.59,0
10.57539,asdf,1,10,1,0,1.59,0
10.57748,asdf,1,10,1,0,1.59,0
10.57953,asdf,1,10,1,0,1.59,0
10.58153,asdf,1,10,1,0,1.59,0
10.58384,asdf,1,10,1,0,1.59,0
10.5858,asdf,1,10,1,0,1.59,0
10.58789,asdf,1,10,1,0,1.59,0
10.58998,asdf,1,10,1,0,1.59,0
10.59202,asdf,1,10,1,0,1.59,0
10.59401,asdf,1,10,1,0,1.59,0
10.59598,asdf,1,10,1,0,1.59,0
10.59791,asdf,1,10,1,0,1.59,0
10.59999,asdf,1,10,1,0,1.59,0
10.60212,asdf,1,10,1,0,1.59,0
10.60446,asdf,1,10,1,0,1.59,0
10.60648,asdf,1,10,1,0,1.59,0
10.60847,asdf,1,10,1,0,1.59,0
10.61046,asdf,1,10,1,0,1.59,0
10.61248,asdf,1,10,1,0,1.59,0
10.61449,asdf,1,10,1,0,1.59,0
10.61649,asdf,1,10,1,0,1.59,0
10.61866,asdf,1,10,1,0,1.59,0
10.62071,asdf,1,10,1,0,1.59,0
10.62305,asdf,1,10,1,0,1.59,0
10.62511,asdf,1,10,1,0,1.59,0
10.62712,asdf,1,10,1,0,1.59,0
10.62913,asdf,1,10,1,0,1.59,0
10.63111,asdf,1,10,1,0,1.59,0
10.63321,asdf,1,10,1,0,1.59,0
10.63527,asdf,1,10,1,0,1.59,0
10.63728,asdf,1,10,1,0,1.59,0
10.63927,asdf,1,10,1,0,1.59,0
10.64135,asdf,1,10,1,0,1.59,0
10.64375,asdf,1,10,1,0,1.59,0
10.64589,asdf,1,10,1,0,1.59,0
10.64805,asdf,1,10,1,0,1.59,0
10.65022,asdf,1,10,1,0,1.59,0
10.65225,asdf,1,10,1,0,1.59,0
10.65425,asdf,1,10,1,0,1.59,0
10.65629,asdf,1,10,1,0,1.59,0
10.65823,asdf,1,10,1,0,1.59,0
10.66023,asdf,1,10,1,0,1.59,0
10.66263,asdf,1,10,1,0,1.59,0
10.66469,asdf,1,10,1,0,1.59,0
10.66679,asdf,1,10,1,0,1.59,0
10.66882,asdf,1,10,1,0,1.59,0
10.67083,asdf,1,10,1,0,1.59,0
10.67283,asdf,1,10,1,0,1.59,0
10.67483,asdf,1,10,1,0,1.59,0
10.67687,asdf,1,10,1,0,1.59,0
10.6789,asdf,1,10,1,0,1.59,0
10.68095,asdf,1,10,1,0,1.59,0
10.68331,asdf,1,10,1,0,1.59,0
10.68535,asdf,1,10,1,0,1.59,0
10.6874,asdf,1,10,1,0,1.59,0
10.6894,asdf,1,10,1,0,1.59,0
10.6914,asdf,1,10,1,0,1.59,0
10.69346,asdf,1,10,1,0,1.59,0
10.69547,asdf,1,10,1,0,1.59,0
10.69751,asdf,1,10,1,0,1.59,0
10.69953,asdf,1,10,1,0,1.59,0
10.70146,asdf,1,10,1,0,1.59,0
10.70374,asdf,1,10,1,0,1.59,0
10.70574,asdf,1,10,1,0,1.59,0
10.70788,asdf,1,10,1,0,1.59,0
10.70992,asdf,1,10,1,0,1.59,0
10.71193,asdf,1,10,1,0,1.59,0
10.71409,asdf,1,10,1,0,1.59,0
10.71614,asdf,1,10,1,0,1.59,0
10.71816,asdf,1,10,1,0,1.59,0
10.72022,asdf,1,10,1,0,1.59,0
10.7225,asdf,1,10,1,0,1.59,0
10.72456,asdf,1,10,1,0,1.59,0
10.72668,asdf,1,10,1,0,1.59,0
10.72874,asdf,1,10,1,0,1.59,0
10.73094,asdf,1,10,1,0,1.59,0
10.73304,asdf,1,10,1,0,1.59,0
10.7351,asdf,1,10,1,0,1.59,0
10.73717,asdf,1,10,1,0,1.59,0
10.73926,asdf,1,10,1,0,1.59,0
10.74142,asdf,1,10,1,0,1.59,0
10.74374,asdf,1,10,1,0,1.59,0
10.74582,asdf,1,10,1,0,1.59,0
10.74784,asdf,1,10,1,0,1.59,0
10.74993,asdf,1,10,1,0,1.59,0
10.75199,asdf,1,10,1,0,1.59,0
10.75397,asdf,1,10,1,0,1.59,0
10.75601,asdf,1,10,1,0,1.59,0
10.75804,asdf,1,10,1,0,1.59,0
10.76009,asdf,1,10,1,0,1.59,0
10.76236,asdf,1,10,1,0,1.59,0
10.76444,asdf,1,10,1,0,1.59,0
10.76648,asdf,1,10,1,0,1.59,0
10.7686,asdf,1,10,1,0,1.59,0
10.77068,asdf,1,10,1,0,1.59,0
10.77271,asdf,1,10,1,0,1.59,0
10.77478,asdf,1,10,1,0,1.59,0
10.77681,asdf,1,10,1,0,1.59,0
10.77887,asdf,1,10,1,0,1.59,0
10.78098,asdf,1,10,1,0,1.59,0
10.7833,asdf,1,10,1,0,1.59,0
10.78533,asdf,1,10,1,0,1.59,0
10.78731,asdf,1,10,1,0,1.59,0
10.78933,asdf,1,10,1,0,1.59,0
10.79137,asdf,1,10,1,0,1.59,0
10.79348,asdf,1,10,1,0,1.59,0
10.79555,asdf,1,10,1,0,1.59,0
10.79756,asdf,1,10,1,0,1.59,0
10.79957,asdf,1,10,1,0,1.59,0
10.8016,asdf,1,10,1,0,1.59,0
10.80389,asdf,1,10,1,0,1.59,0
10.80588,asdf,1,10,1,0,1.59,0
10.80785,asdf,1,10,1,0,1.59,0
10.80977,asdf,1,10,1,0,1.59,0
10.81182,asdf,1,10,1,0,1.59,0
10.81389,asdf,1,10,1,0,1.59,0
10.81595,asdf,1,10,1,0,1.59,0
10.81803,asdf,1,10,1,0,1.59,0
10.82011,asdf,1,10,1,0,1.59,0
10.82243,asdf,1,10,1,0,1.59,0
10.82453,asdf,1,10,1,0,1.59,0
10.8268,asdf,1,10,1,0,1.59,0
10.82898,asdf,1,10,1,0,1.59,0
10.8312,asdf,1,10,1,0,1.59,0
10.83329,asdf,1,10,1,0,1.59,0
10.83538,asdf,1,10,1,0,1.59,0
10.83751,asdf,1,10,1,0,1.59,0
10.8396,asdf,1,10,1,0,1.59,0
10.84187,asdf,1,10,1,0,1.59,0
10.84442,asdf,1,10,1,0,1.59,0
10.84687,asdf,1,10,1,0,1.59,0
10.84935,asdf,1,10,1,0,1.59,0
10.85158,asdf,1,10,1,0,1.59,0
10.85381,asdf,1,10,1,0,1.59,0
10.85608,asdf,1,10,1,0,1.59,0
10.85834,asdf,1,10,1,0,1.59,0
10.86043,asdf,1,10,1,0,1.59,0
10.86274,asdf,1,10,1,0,1.59,0
10.865,asdf,1,10,1,0,1.59,0
10.86738,asdf,1,10,1,0,1.59,0
10.86946,asdf,1,10,1,0,1.59,0
10.87149,asdf,1,10,1,0,1.59,0
10.87353,asdf,1,10,1,0,1.59,0
10.87554,asdf,1,10,1,0,1.59,0
10.87758,asdf,1,10,1,0,1.59,0
10.87959,asdf,1,10,1,0,1.59,0
10.88164,asdf,1,10,1,0,1.59,0
10.88391,asdf,1,10,1,0,1.59,0
10.886,asdf,1,10,1,0,1.59,0
10.88804,asdf,1,10,1,0,1.59,0
10.89012,asdf,1,10,1,0,1.59,0
10.89216,asdf,1,10,1,0,1.59,0
10.8942,asdf,1,10,1,0,1.59,0
10.89624,asdf,1,10,1,0,1.59,0
10.8983,asdf,1,10,1,0,1.59,0
10.90036,asdf,1,10,1,0,1.59,0
10.90277,asdf,1,10,1,0,1.59,0
10.90479,asdf,1,10,1,0,1.59,0
10.9068,asdf,1,10,1,0,1.59,0
10.90882,asdf,1,10,1,0,1.59,0
10.91087,asdf,1,10,1,0,1.59,0
10.91304,asdf,1,10,1,0,1.59,0
10.91514,asdf,1,10,1,0,1.59,0
10.91725,asdf,1,10,1,0,1.59,0
10.91942,asdf,1,10,1,0,1.59,0
10.92148,asdf,1,10,1,0,1.59,0
10.92382,asdf,1,10,1,0,1.59,0
10.92589,asdf,1,10,1,0,1.59,0
10.92802,asdf,1,10,1,0,1.59,0
10.9301,asdf,1,10,1,0,1.59,0
10.93224,asdf,1,10,1,0,1.59,0
10.93428,asdf,1,10,1,0,1.59,0
10.93633,asdf,1,10,1,0,1.59,0
10.93844,asdf,1,10,1,0,1.59,0
10.9405,asdf,1,10,1,0,1.59,0
10.94283,asdf,1,10,1,0,1.59,0
10.94489,asdf,1,10,1,0,1.59,0
10.94701,asdf,1,10,1,0,1.59,0
10.94919,asdf,1,10,1,0,1.59,0
10.95132,asdf,1,10,1,0,1.59,0
10.95342,asdf,1,10,1,0,1.59,0
10.95549,asdf,1,10,1,0,1.59,0
10.95757,asdf,1,10,1,0,1.59,0
10.9596,asdf,1,10,1,0,1.59,0
10.96173,asdf,1,10,1,0,1.59,0
10.96411,asdf,1,10,1,0,1.59,0
10.96619,asdf,1,10,1,0,1.59,0
10.96823,asdf,1,10,1,0,1.59,0
10.97027,asdf,1,10,1,0,1.59,0
10.97233,asdf,1,10,1,0,1.59,0
10.97436,asdf,1,10,1,0,1.59,0
10.97644,asdf,1,10,1,0,1.59,0
10.98511,asdf,1,10,1,0,1.59,0
10.98808,asdf,1,10,1,0,1.59,0
10.99029,asdf,1,10,1,0,1.59,0
10.99239,asdf,1,10,1,0,1.59,0
10.99471,asdf,1,10,1,0,1.59,0
10.99678,asdf,1,10,1,0,1.59,0
10.99888,asdf,1,10,1,0,1.59,0
11.00094,asdf,1,10,1,0,1.59,0
11.00323,asdf,1,10,1,0,1.59,0
11.00524,asdf,1,10,1,0,1.59,0
11.00719,asdf,1,10,1,0,1.59,0
11.00925,asdf,1,10,1,0,1.59,0
11.01134,asdf,1,10,1,0,1.59,0
11.01337,asdf,1,10,1,0,1.59,0
11.0154,asdf,1,10,1,0,1.59,0
11.01744,asdf,1,10,1,0,1.59,0
11.01951,asdf,1,10,1,0,1.59,0
11.02155,asdf,1,10,1,0,1.59,0
11.02379,asdf,1,10,1,0,1.59,0
11.02574,asdf,1,10,1,0,1.59,0
11.02903,asdf,1,10,1,0,1.59,0
11.0311,asdf,1,10,1,0,1.59,0
11.03318,asdf,1,10,1,0,1.59,0
11.03518,asdf,1,10,1,0,1.59,0
11.03721,asdf,1,10,1,0,1.59,0
11.03933,asdf,1,10,1,0,1.59,0
11.04139,asdf,1,10,1,0,1.59,0
11.0438,asdf,1,10,1,0,1.59,0
11.04592,asdf,1,10,1,0,1.59,0
11.04801,asdf,1,10,1,0,1.59,0
11.05017,asdf,1,10,1,0,1.59,0
11.05234,asdf,1,10,1,0,1.59,0
11.05445,asdf,1,10,1,0,1.59,0
11.0566,asdf,1,10,1,0,1.59,0
11.05871,asdf,1,10,1,0,1.59,0
11.06081,asdf,1,10,1,0,1.59,0
11.06325,asdf,1,10,1,0,1.59,0
11.06529,asdf,1,10,1,0,1.59,0
11.06735,asdf,1,10,1,0,1.59,0
11.06939,asdf,1,10,1,0,1.59,0
11.07141,asdf,1,10,1,0,1.59,0
11.07351,asdf,1,10,1,0,1.59,0
11.07557,asdf,1,10,1,0,1.59,0
11.07759,asdf,1,10,1,0,1.59,0
11.07955,asdf,1,10,1,0,1.59,0
11.08169,asdf,1,10,1,0,1.59,0
11.08411,asdf,1,10,1,0,1.59,0
11.08607,asdf,1,10,1,0,1.59,0
11.08813,asdf,1,10,1,0,1.59,0
11.09027,asdf,1,10,1,0,1.59,0
11.09228,asdf,1,10,1,0,1.59,0
11.09433,asdf,1,10,1,0,1.59,0
11.09634,asdf,1,10,1,0,1.59,0
11.09839,asdf,1,10,1,0,1.59,0
11.10042,asdf,1,10,1,0,1.59,0
11.10272,asdf,1,10,1,0,1.59,0
11.10477,asdf,1,10,1,0,1.59,0
11.10679,asdf,1,10,1,0,1.59,0
11.10888,asdf,1,10,1,0,1.59,0
11.11088,asdf,1,10,1,0,1.59,0
11.1129,asdf,1,10,1,0,1.59,0
11.11488,asdf,1,10,1,0,1.59,0
11.11695,asdf,1,10,1,0,1.59,0
11.1191,asdf,1,10,1,0,1.59,0
11.12124,asdf,1,10,1,0,1.59,0
11.12355,asdf,1,10,1,0,1.59,0
11.12563,asdf,1,10,1,0,1.59,0
11.12774,asdf,1,10,1,0,1.59,0
11.12984,asdf,1,10,1,0,1.59,0
11.132,asdf,1,10,1,0,1.59,0
11.13407,asdf,1,10,1,0,1.59,0
11.13611,asdf,1,10,1,0,1.59,0
11.13816,asdf,1,10,1,0,1.59,0
11.14023,asdf,1,10,1,0,1.59,0
11.14252,asdf,1,10,1,0,1.59,0
11.14456,asdf,1,10,1,0,1.59,0
11.14656,asdf,1,10,1,0,1.59,0
11.14859,asdf,1,10,1,0,1.59,0
11.15063,asdf,1,10,1,0,1.59,0
11.15266,asdf,1,10,1,0,1.59,0
11.15487,asdf,1,10,1,0,1.59,0
11.15696,asdf,1,10,1,0,1.59,0
11.15906,asdf,1,10,1,0,1.59,0
11.16112,asdf,1,10,1,0,1.59,0
11.16345,asdf,1,10,1,0,1.59,0
11.16561,asdf,1,10,1,0,1.59,0
11.1677,asdf,1,10,1,0,1.59,0
11.16962,asdf,1,10,1,0,1.59,0
11.17169,asdf,1,10,1,0,1.59,0
11.17376,asdf,1,10,1,0,1.59,0
11.17574,asdf,1,10,1,0,1.59,0
11.17782,asdf,1,10,1,0,1.59,0
11.17982,asdf,1,10,1,0,1.59,0
11.18189,asdf,1,10,1,0,1.59,0
11.18427,asdf,1,10,1,0,1.59,0
11.18636,asdf,1,10,1,0,1.59,0
11.18844,asdf,1,10,1,0,1.59,0
11.19047,asdf,1,10,1,0,1.59,0
11.19245,asdf,1,10,1,0,1.59,0
11.19447,asdf,1,10,1,0,1.59,0
11.19646,asdf,1,10,1,0,1.59,0
11.19856,asdf,1,10,1,0,1.59,0
11.20057,asdf,1,10,1,0,1.59,0
11.20289,asdf,1,10,1,0,1.59,0
11.20489,asdf,1,10,1,0,1.59,0
11.20694,asdf,1,10,1,0,1.59,0
11.20897,asdf,1,10,1,0,1.59,0
11.21098,asdf,1,10,1,0,1.59,0
11.21298,asdf,1,10,1,0,1.59,0
11.215,asdf,1,10,1,0,1.59,0
11.21707,asdf,1,10,1,0,1.59,0
11.21912,asdf,1,10,1,0,1.59,0
11.22106,asdf,1,10,1,0,1.59,0
11.22332,asdf,1,10,1,0,1.59,0
11.22535,asdf,1,10,1,0,1.59,0
11.22738,asdf,1,10,1,0,1.59,0
11.22949,asdf,1,10,1,0,1.59,0
11.23156,asdf,1,10,1,0,1.59,0
11.23363,asdf,1,10,1,0,1.59,0
11.2357,asdf,1,10,1,0,1.59,0
11.23778,asdf,1,10,1,0,1.59,0
11.23981,asdf,1,10,1,0,1.59,0
11.24182,asdf,1,10,1,0,1.59,0
11.24421,asdf,1,10,1,0,1.59,0
11.24623,asdf,1,10,1,0,1.59,0
11.24828,asdf,1,10,1,0,1.59,0
11.25031,asdf,1,10,1,0,1.59,0
11.25231,asdf,1,10,1,0,1.59,0
11.25433,asdf,1,10,1,0,1.59,0
11.25634,asdf,1,10,1,0,1.59,0
11.25835,asdf,1,10,1,0,1.59,0
11.26043,asdf,1,10,1,0,1.59,0
11.26265,asdf,1,10,1,0,1.59,0
11.26466,asdf,1,10,1,0,1.59,0
11.26669,asdf,1,10,1,0,1.59,0
11.2687,asdf,1,10,1,0,1.59,0
11.27073,asdf,1,10,1,0,1.59,0
11.27292,asdf,1,10,1,0,1.59,0
11.27499,asdf,1,10,1,0,1.59,0
11.27703,asdf,1,10,1,0,1.59,0
11.27905,asdf,1,10,1,0,1.59,0
11.28108,asdf,1,10,1,0,1.59,0
11.2834,asdf,1,10,1,0,1.59,0
11.2854,asdf,1,10,1,0,1.59,0
11.28739,asdf,1,10,1,0,1.59,0
11.28936,asdf,1,10,1,0,1.59,0
11.29142,asdf,1,10,1,0,1.59,0
11.29346,asdf,1,10,1,0,1.59,0
11.29541,asdf,1,10,1,0,1.59,0
11.29745,asdf,1,10,1,0,1.59,0
11.29945,asdf,1,10,1,0,1.59,0
11.30149,asdf,1,10,1,0,1.59,0
11.30416,asdf,1,10,1,0,1.59,0
11.30628,asdf,1,10,1,0,1.59,0
11.30835,asdf,1,10,1,0,1.59,0
11.31038,asdf,1,10,1,0,1.59,0
11.31238,asdf,1,10,1,0,1.59,0
11.31448,asdf,1,10,1,0,1.59,0
11.31663,asdf,1,10,1,0,1.59,0
11.31872,asdf,1,10,1,0,1.59,0
11.32083,asdf,1,10,1,0,1.59,0
11.32332,asdf,1,10,1,0,1.59,0
11.32539,asdf,1,10,1,0,1.59,0
11.32747,asdf,1,10,1,0,1.59,0
11.32955,asdf,1,10,1,0,1.59,0
11.3315,asdf,1,10,1,0,1.59,0
11.33355,asdf,1,10,1,0,1.59,0
11.33556,asdf,1,10,1,0,1.59,0
11.33752,asdf,1,10,1,0,1.59,0
11.33953,asdf,1,10,1,0,1.59,0
11.34152,asdf,1,10,1,0,1.59,0
11.34383,asdf,1,10,1,0,1.59,0
11.34581,asdf,1,10,1,0,1.59,0
11.34782,asdf,1,10,1,0,1.59,0
11.34998,asdf,1,10,1,0,1.59,0
11.35199,asdf,1,10,1,0,1.59,0
11.35394,asdf,1,10,1,0,1.59,0
11.35597,asdf,1,10,1,0,1.59,0
11.35805,asdf,1,10,1,0,1.59,0
11.36006,asdf,1,10,1,0,1.59,0
11.36236,asdf,1,10,1,0,1.59,0
11.3644,asdf,1,10,1,0,1.59,0
11.36656,asdf,1,10,1,0,1.59,0
11.36863,asdf,1,10,1,0,1.59,0
11.37062,asdf,1,10,1,0,1.59,0
11.37262,asdf,1,10,1,0,1.59,0
11.37463,asdf,1,10,1,0,1.59,0
11.37661,asdf,1,10,1,0,1.59,0
11.37864,asdf,1,10,1,0,1.59,0
11.38063,asdf,1,10,1,0,1.59,0
11.38301,asdf,1,10,1,0,1.59,0
11.38515,asdf,1,10,1,0,1.59,0
11.38717,asdf,1,10,1,0,1.59,0
11.3891,asdf,1,10,1,0,1.59,0
11.39107,asdf,1,10,1,0,1.59,0
11.3931,asdf,1,10,1,0,1.59,0
11.39513,asdf,1,10,1,0,1.59,0
11.39723,asdf,1,10,1,0,1.59,0
11.39933,asdf,1,10,1,0,1.59,0
11.40136,asdf,1,10,1,0,1.59,0
11.40367,asdf,1,10,1,0,1.59,0
11.40568,asdf,1,10,1,0,1.59,0
11.40773,asdf,1,10,1,0,1.59,0
11.40973,asdf,1,10,1,0,1.59,0
11.41167,asdf,1,10,1,0,1.59,0
11.41371,asdf,1,10,1,0,1.59,0
11.41577,asdf,1,10,1,0,1.59,0
11.41774,asdf,1,10,1,0,1.59,0
11.41966,asdf,1,10,1,0,1.59,0
11.42167,asdf,1,10,1,0,1.59,0
11.42404,asdf,1,10,1,0,1.59,0
11.42606,asdf,1,10,1,0,1.59,0
11.42811,asdf,1,10,1,0,1.59,0
11.43687,asdf,1,10,1,0,1.59,0
11.43933,asdf,1,10,1,0,1.59,0
11.4415,asdf,1,10,1,0,1.59,0
11.44394,asdf,1,10,1,0,1.59,0
11.44609,asdf,1,10,1,0,1.59,0
11.44827,asdf,1,10,1,0,1.59,0
11.4504,asdf,1,10,1,0,1.59,0
11.45242,asdf,1,10,1,0,1.59,0
11.45445,asdf,1,10,1,0,1.59,0
11.45645,asdf,1,10,1,0,1.59,0
11.45853,asdf,1,10,1,0,1.59,0
11.46062,asdf,1,10,1,0,1.59,0
11.4629,asdf,1,10,1,0,1.59,0
11.465,asdf,1,10,1,0,1.59,0
11.4671,asdf,1,10,1,0,1.59,0
11.46912,asdf,1,10,1,0,1.59,0
11.47119,asdf,1,10,1,0,1.59,0
11.4733,asdf,1,10,1,0,1.59,0
11.47529,asdf,1,10,1,0,1.59,0
11.47744,asdf,1,10,1,0,1.59,0
11.47959,asdf,1,10,1,0,1.59,0
11.48175,asdf,1,10,1,0,1.59,0
11.48418,asdf,1,10,1,0,1.59,0
